,movie_title,director_name,actor_1_name,actor_2_name,actor_3_name,genres,crew
789,Mayathirai,T. Sampath Kumar,Ashok Kumar Balakrishnan,Sheela Rajkumar,Chandhini Tamilarasan,"Horror, Fantasy, Thriller","T. Sampath Kumar Ashok Kumar Balakrishnan Sheela Rajkumar Chandhini Tamilarasan Horror, Fantasy, Thriller"
790,Manmatha Leelai,Venkat Prabhu,Ashok Selvan,Smruthi Venkat,Riya Suman,"Comedy, Romance","Venkat Prabhu Ashok Selvan Smruthi Venkat Riya Suman Comedy, Romance"
791,Adho Andha Paravai Pola,K R Vinoth,Amala Paul,Ashish Vidhyarthi,Sameer Kochhar,"Action, Drama","K R Vinoth Amala Paul Ashish Vidhyarthi Sameer Kochhar Action, Drama"
792,Vidiyatha Iravondru Vendum,Karuppaiah Murugan,Ashok Kumar Balakrishnan,Hrithika Srinivasan,Muthu Raman,"Horror, Thriller","Karuppaiah Murugan Ashok Kumar Balakrishnan Hrithika Srinivasan Muthu Raman Horror, Thriller"
793,Foreign Sarakku,Vigneshwaran Karuppusamy,Gopinath Arumugam,Sundar,Afrina,,Vigneshwaran Karuppusamy Gopinath Arumugam Sundar Afrina 
794,Katchikkaaran,P. Iyyappan,Vijith,Siva Senathipathi,Swetha Dorathy,Drama,P. Iyyappan Vijith Siva Senathipathi Swetha Dorathy Drama
795,Akka Kuruvi,Samy,Kathir,Varsha Bollamma,Mahin,"Drama, Family","Samy Kathir Varsha Bollamma Mahin Drama, Family"
796,Nadhi,K. Thamaraiselvan,Sam Jones,Anandhi,Karu Pazhaniappan,"Romance, Action","K. Thamaraiselvan Sam Jones Anandhi Karu Pazhaniappan Romance, Action"
797,Powder,Vijay Sri G,Nikhil Murugan,Vidhya Pradeep,Vaiyapuri,"Thriller, Crime, Drama","Vijay Sri G Nikhil Murugan Vidhya Pradeep Vaiyapuri Thriller, Crime, Drama"
798,Yaaro,Sandeep Sai,Venkat Reddy,Upasana Rai,C.M. Bala,"Thriller, Crime, Mystery","Sandeep Sai Venkat Reddy Upasana Rai C.M. Bala Thriller, Crime, Mystery"
799,AGP,Ramesh Subramaniyan,Lakshmi Menon,R. V. Bharathan,unknown,"Thriller, Mystery","Ramesh Subramaniyan Lakshmi Menon R. V. Bharathan unknown Thriller, Mystery"
800,Koorman,Bryan Biju George,Rajaji,Janani Iyer,Balasaravanan,"Thriller, Drama, Crime","Bryan Biju George Rajaji Janani Iyer Balasaravanan Thriller, Drama, Crime"
801,Kallan,Chandra Thangaraj,Karu Pazhaniappan,Nikitha Narayan,Soundara Raja,"Action, Crime","Chandra Thangaraj Karu Pazhaniappan Nikitha Narayan Soundara Raja Action, Crime"
802,Sembula Cheru,Dharshanraj,Neeshanth,Sunil Karthik,Edwin,Drama,Dharshanraj Neeshanth Sunil Karthik Edwin Drama
803,Oru Melisana Kodu,mohamed umar,Shiva Pritham,Angamuthu Rangaa,Joss Parthiban,,mohamed umar Shiva Pritham Angamuthu Rangaa Joss Parthiban 
804,Arjun,Mukesh,Mukesh,KK,Bala Viknesh,Crime,Mukesh Mukesh KK Bala Viknesh Crime
805,Bestie,Ranga,Ashok Kumar Balakrishnan,Yashika Anand,Lollu Sabha Maaran,"Horror, Thriller","Ranga Ashok Kumar Balakrishnan Yashika Anand Lollu Sabha Maaran Horror, Thriller"
806,Estate,Karthik Vilvakrish,Kalaiyarasan,Ashok Selvan,Remya Nambeesan,"Horror, Thriller","Karthik Vilvakrish Kalaiyarasan Ashok Selvan Remya Nambeesan Horror, Thriller"
807,Undercover Rascals 2,V. Nagaraj,K.K. Khanna,Bala Ganapathi William,K. Karnan G Crak,"Action, Drama","V. Nagaraj K.K. Khanna Bala Ganapathi William K. Karnan G Crak Action, Drama"
808,Dum Dum Dumeel,Deepban M. Vignesh,James Devan Arokisamy,Vicran Elanggoven,Yuvaraj Krishnasamy,"Comedy, Crime, Romance","Deepban M. Vignesh James Devan Arokisamy Vicran Elanggoven Yuvaraj Krishnasamy Comedy, Crime, Romance"
809,Raaja Live in Concert Expo 2020 Dubai,Unknown,Ilaiyaraaja,S.P.B. Charan,Mano,Music,Unknown Ilaiyaraaja S.P.B. Charan Mano Music
810,Rathasaatchi,Rafiq Ismail,Kanna Ravi,Elango Kumaravel,Charles Vinoth,"Drama, History","Rafiq Ismail Kanna Ravi Elango Kumaravel Charles Vinoth Drama, History"
811,Seththumaan,Thamizh,Manickam,Master Ashwin,Suruli,Drama,Thamizh Manickam Master Ashwin Suruli Drama
812,Pandrikku Nandri Solli,Bala Aran,Nishanth Russo,Vijay Sathya,Nakkalites Chella,"Comedy, Crime","Bala Aran Nishanth Russo Vijay Sathya Nakkalites Chella Comedy, Crime"
813,Polama Oorgoolam,Nagaraj Bai Durailingam,Praboojith,Aadhirajan,unknown,Drama,Nagaraj Bai Durailingam Praboojith Aadhirajan unknown Drama
814,Aivar,Rupini Letchumanan,Thevaguru Suppiah,Durga Devi Nisha,Eswaran NK,"Drama, Horror","Rupini Letchumanan Thevaguru Suppiah Durga Devi Nisha Eswaran NK Drama, Horror"
815,Vattakara,K.Bharathi Kannan,Mahesh,Saranesh Kumar,Vattakara Satheesh,Crime,K.Bharathi Kannan Mahesh Saranesh Kumar Vattakara Satheesh Crime
816,Saayam,K. Antony Samy,Vijay Vishwa,Shiny,Seetha,"Action, Romance","K. Antony Samy Vijay Vishwa Shiny Seetha Action, Romance"
817,Jasper,Unknown,Vivek Rajagopal,Aishwarya Dutta,Lavanya Anbazhagan,,Unknown Vivek Rajagopal Aishwarya Dutta Lavanya Anbazhagan 
818,Pen Vilai Verum 999 Rubai Matume,Varada raj,Rajkamal,Sweta Pandit,Vadivel Balaji,Drama,Varada raj Rajkamal Sweta Pandit Vadivel Balaji Drama
819,Vidai,N Praveen,Mukesh,Kanchivan,Abrar,Thriller,N Praveen Mukesh Kanchivan Abrar Thriller
820,White Haired Princess,Unknown,Zhang Weina,Shi Jun Zhe,unknown,,Unknown Zhang Weina Shi Jun Zhe unknown 
821,The House of Brick and Stone,Ananth Subramaniam,Janani Baskaran,Maheswaran,unknown,"Drama, Thriller","Ananth Subramaniam Janani Baskaran Maheswaran unknown Drama, Thriller"
822,College Road,Jai Amar singh,Lingesh,Ananth Nag,Ansar,,Jai Amar singh Lingesh Ananth Nag Ansar 
823,Methagu-II,Raako.Yoagandran,Kutti Mani,Eeshwar Baasha,Aanandan,"War, History, Drama","Raako.Yoagandran Kutti Mani Eeshwar Baasha Aanandan War, History, Drama"
824,Erisudar,Sunder Nagayah,unknown,unknown,unknown,"Mystery, Thriller, Drama","Sunder Nagayah unknown unknown unknown Mystery, Thriller, Drama"
825,Narigal,RMS Sara.R,Jayarajendran John,RMS Sara.R,Nithya Shree,"Action, Comedy","RMS Sara.R Jayarajendran John RMS Sara.R Nithya Shree Action, Comedy"
826,KADAL,Muhammed ashiqu,Niya babu,Sakshi K S,unknown,Music,Muhammed ashiqu Niya babu Sakshi K S unknown Music
827,Viman,Kishok,Kishok,Jee Kutty,Jasmine Michael,"Adventure, Action","Kishok Kishok Jee Kutty Jasmine Michael Adventure, Action"
828,Valentine @3,Mani Shankar Iyer,Shylaja Chetlur,Shriviyas,Rajkumar,,Mani Shankar Iyer Shylaja Chetlur Shriviyas Rajkumar 
829,Oonkaram,AR Kendiren Muniyasami,Srithar,A.R.Kentharan,Varsha Vishwanath,Action,AR Kendiren Muniyasami Srithar A.R.Kentharan Varsha Vishwanath Action
830,4554,Karnan Mariyappan,Ashok Kumar Balakrishnan,Sheela Naik,unknown,"Drama, Thriller","Karnan Mariyappan Ashok Kumar Balakrishnan Sheela Naik unknown Drama, Thriller"
831,Grandma,Shijin Lal,Sonia Agarwal,Vimala Raman,Hemanth Menon,"Horror, Thriller, Mystery","Shijin Lal Sonia Agarwal Vimala Raman Hemanth Menon Horror, Thriller, Mystery"
832,KAREN,Kek-huat Lau,unknown,unknown,unknown,Documentary,Kek-huat Lau unknown unknown unknown Documentary
833,Aval Thediyathu?,Unknown,unknown,unknown,unknown,"Horror, Thriller, Comedy","Unknown unknown unknown unknown Horror, Thriller, Comedy"
834,7 ¹/²,Naveen Venkat,Finally Bala,Finally Raj,Finally Vanniyarasu,"Comedy, Fantasy","Naveen Venkat Finally Bala Finally Raj Finally Vanniyarasu Comedy, Fantasy"
835,Puthiya Paarvai,Unknown,Jaya Swaminathan,unknown,unknown,,Unknown Jaya Swaminathan unknown unknown 
836,Winter Opera,Sanjay Kumar,Ram Jagannathan,S.B. Sirajudeen,unknown,"Drama, Mystery","Sanjay Kumar Ram Jagannathan S.B. Sirajudeen unknown Drama, Mystery"
837,Padam - The Film,Adithya Muthukumar,Shreyas Subramanian,D Sachin Abhishek,Lokesh Adithya,"Comedy, Drama","Adithya Muthukumar Shreyas Subramanian D Sachin Abhishek Lokesh Adithya Comedy, Drama"
838,Arulmozhi,Manan Subra,Sangabalan Subramaniam,Alvin Martin,Vikadakavi Magen,"Action, Drama","Manan Subra Sangabalan Subramaniam Alvin Martin Vikadakavi Magen Action, Drama"
839,Leo,Lokesh Kanagaraj,Vijay,Sanjay Dutt,Arjun Sarja,"Action, Crime, Thriller","Lokesh Kanagaraj Vijay Sanjay Dutt Arjun Sarja Action, Crime, Thriller"
840,Jailer,Nelson Dilipkumar,Rajinikanth,Vinayakan,Vasanth Ravi,"Action, Crime, Thriller, Comedy, Adventure","Nelson Dilipkumar Rajinikanth Vinayakan Vasanth Ravi Action, Crime, Thriller, Comedy, Adventure"
841,Veeran,ARK Saravanan,HipHop Tamizha Adhi,Sassi Selvaraj,Athira Raj,"Fantasy, Thriller, Drama","ARK Saravanan HipHop Tamizha Adhi Sassi Selvaraj Athira Raj Fantasy, Thriller, Drama"
842,Thugs,Brinda,Hridhu Haroon,R. K. Suresh,Bobby Simha,"Action, Thriller, Crime, Romance","Brinda Hridhu Haroon R. K. Suresh Bobby Simha Action, Thriller, Crime, Romance"
843,Irugapatru,Yuvaraj Dhayalan,Vikram Prabhu,Shraddha Srinath,Vidharth,"Romance, Family, Drama","Yuvaraj Dhayalan Vikram Prabhu Shraddha Srinath Vidharth Romance, Family, Drama"
844,Thalaikoothal,Jayaprakash Radhakrishnan,Samuthirakani,Kathir,Vasundhara Kashyap,"Drama, Family","Jayaprakash Radhakrishnan Samuthirakani Kathir Vasundhara Kashyap Drama, Family"
845,Beginning,Jagan Vijaya,Vinoth Kishan,Gouri G Kishan,Rohini,"Crime, Drama, Thriller","Jagan Vijaya Vinoth Kishan Gouri G Kishan Rohini Crime, Drama, Thriller"
846,Vasantha Mullai,Ramanan Purushothama,Bobby Simha,Kashmira Pardesi,Arya,"Thriller, Mystery","Ramanan Purushothama Bobby Simha Kashmira Pardesi Arya Thriller, Mystery"
847,Single Shankarum Smartphone Simranum,Vignesh Sha P. N.,Shiva,Megha Akash,Anju Kurian,"Comedy, Romance, Fantasy","Vignesh Sha P. N. Shiva Megha Akash Anju Kurian Comedy, Romance, Fantasy"
848,Ponniyin Selvan: Part II,Mani Ratnam,Vikram,Aishwarya Rai Bachchan,Jayam Ravi,"Action, Adventure, Drama","Mani Ratnam Vikram Aishwarya Rai Bachchan Jayam Ravi Action, Adventure, Drama"
849,Bagheera,Adhik Ravichandran,Prabhu Deva,Amyra Dastur,Remya Nambeesan,"Drama, Thriller","Adhik Ravichandran Prabhu Deva Amyra Dastur Remya Nambeesan Drama, Thriller"
850,V3,P. Amudhavanan,Varalaxmi Sarathkumar,Paavana Gowda,Esther Anil,"Crime, Thriller, Action, Drama","P. Amudhavanan Varalaxmi Sarathkumar Paavana Gowda Esther Anil Crime, Thriller, Action, Drama"
851,Joe,Hariharan Ram S,Rio Raj,Malavika Manoj,Bhavya Trikha,"Romance, Drama","Hariharan Ram S Rio Raj Malavika Manoj Bhavya Trikha Romance, Drama"
852,Vaathi,Venky Atluri,Dhanush,Samyuktha,Sai Kumar,"Drama, Action","Venky Atluri Dhanush Samyuktha Sai Kumar Drama, Action"
853,Por Thozhil,Vignesh Raja,Ashok Selvan,R. Sarathkumar,Sarath Babu,"Crime, Thriller, Action","Vignesh Raja Ashok Selvan R. Sarathkumar Sarath Babu Crime, Thriller, Action"
854,Bommai Nayagi,Shan,Yogi Babu,Baby Srimathi,Subathra Robert,Drama,Shan Yogi Babu Baby Srimathi Subathra Robert Drama
855,Chithha,S. U. Arunkumar,Siddharth,Sahasra Sree,S. Abiya Tasneem,"Drama, Thriller, Mystery","S. U. Arunkumar Siddharth Sahasra Sree S. Abiya Tasneem Drama, Thriller, Mystery"
856,Varisu,Vamsi Paidipally,Vijay,R. Sarathkumar,Rashmika Mandanna,"Action, Adventure","Vamsi Paidipally Vijay R. Sarathkumar Rashmika Mandanna Action, Adventure"
857,Conjuring Kannappan,Selvin Raj Xavier,Regina Cassandra,Sathish,Saranya Ponvannan,"Comedy, Horror","Selvin Raj Xavier Regina Cassandra Sathish Saranya Ponvannan Comedy, Horror"
858,Naan Kadavul Illai,S. A. Chandrasekhar,Samuthirakani,Iniya,Sakshi Agarwal,"Crime, Thriller","S. A. Chandrasekhar Samuthirakani Iniya Sakshi Agarwal Crime, Thriller"
859,Pathu Thala,Obeli N Krishna,Gautham Karthik,Silambarasan,Gautham Vasudev Menon,"Action, Thriller, Drama","Obeli N Krishna Gautham Karthik Silambarasan Gautham Vasudev Menon Action, Thriller, Drama"
860,Tamilarasan,Babu Yogeswaran,Vijay Antony,Remya Nambeesan,Suresh Gopi,"Action, Drama","Babu Yogeswaran Vijay Antony Remya Nambeesan Suresh Gopi Action, Drama"
861,Theera Kaadhal,Rohin Venkatesan,Jai Sampath,Sshivada Nair,Aishwarya Rajesh,"Family, Comedy, Romance","Rohin Venkatesan Jai Sampath Sshivada Nair Aishwarya Rajesh Family, Comedy, Romance"
862,Viduthalai: Part I,Vetrimaaran,Soori,Bhavani Sre,Chetan,"Thriller, Crime, Action, History","Vetrimaaran Soori Bhavani Sre Chetan Thriller, Crime, Action, History"
863,Thiruvin Kural,Harish Prabhu,Arulnithi,Bharathiraja,Aathmika,"Drama, Thriller, Action","Harish Prabhu Arulnithi Bharathiraja Aathmika Drama, Thriller, Action"
864,Munthiri Kaadu,Mu Kalanjiyam,Seeman,Pugazh Mahendran,Palamedu Parthipan,"Drama, Action","Mu Kalanjiyam Seeman Pugazh Mahendran Palamedu Parthipan Drama, Action"
865,Pichaikkaran 2,Vijay Antony,Vijay Antony,Kavya Thapar,Radha Ravi,"Action, Drama, Science Fiction","Vijay Antony Vijay Antony Kavya Thapar Radha Ravi Action, Drama, Science Fiction"
866,Dada,Ganesh K. Babu,Kavin Raj,Aparna Das,Harish Kumar,"Drama, Comedy, Romance","Ganesh K. Babu Kavin Raj Aparna Das Harish Kumar Drama, Comedy, Romance"
867,Michael,Ranjit Jeyakodi,Sundeep Kishan,Divyansha Kaushik,Varun Sandesh,"Action, Drama","Ranjit Jeyakodi Sundeep Kishan Divyansha Kaushik Varun Sandesh Action, Drama"
868,Katharbasha Endra Muthuramalingam,M. Muthaiah,Arya,Siddhi Idnani,Prabhu,"Action, Romance, Comedy, Drama","M. Muthaiah Arya Siddhi Idnani Prabhu Action, Romance, Comedy, Drama"
869,Nandhi Varman,G. V. Perumal Varadhan,Suresh Ravi,Asha Gowda,Bose Venkat,"Mystery, Thriller, Action","G. V. Perumal Varadhan Suresh Ravi Asha Gowda Bose Venkat Mystery, Thriller, Action"
870,Jigarthanda DoubleX,Karthik Subbaraj,Raghava Lawrence,S. J. Suryah,Nimisha Sajayan,"Action, Drama, Comedy","Karthik Subbaraj Raghava Lawrence S. J. Suryah Nimisha Sajayan Action, Drama, Comedy"
871,Rudhran,S. Kathiresan,Raghava Lawrence,Priya Bhavani Shankar,R. Sarathkumar,"Action, Drama","S. Kathiresan Raghava Lawrence Priya Bhavani Shankar R. Sarathkumar Action, Drama"
872,Moondram Manithan,Ramdev,K. Bhagyaraj,Sonia Agarwal,Brana,Drama,Ramdev K. Bhagyaraj Sonia Agarwal Brana Drama
873,Run Baby Run,Jiyen Krishnakumar,RJ Balaji,Aishwarya Rajesh,Vivek Prasanna,"Thriller, Action","Jiyen Krishnakumar RJ Balaji Aishwarya Rajesh Vivek Prasanna Thriller, Action"
874,Farhana,Nelson Venkatesan,Aishwarya Rajesh,Jithan Ramesh,Selvaraghavan,"Drama, Thriller","Nelson Venkatesan Aishwarya Rajesh Jithan Ramesh Selvaraghavan Drama, Thriller"
875,Takkar,Karthik G. Krish,Siddharth,Divyansha Kaushik,Yogi Babu,"Action, Romance","Karthik G. Krish Siddharth Divyansha Kaushik Yogi Babu Action, Romance"
876,Maamannan,Mari Selvaraj,Vadivelu,Fahadh Faasil,Udhayanidhi Stalin,"Drama, Thriller","Mari Selvaraj Vadivelu Fahadh Faasil Udhayanidhi Stalin Drama, Thriller"
877,Kuttram Purinthal,Disney,Aadhik babu,Archana,M. S. Bhaskar,Crime,Disney Aadhik babu Archana M. S. Bhaskar Crime
878,Soppana Sundari,SG Charles,Aishwarya Rajesh,Lakshmi Priyaa,Karunakaran,"Comedy, Thriller, Crime","SG Charles Aishwarya Rajesh Lakshmi Priyaa Karunakaran Comedy, Thriller, Crime"
879,Saba Nayagan,C.S. Karthikeyan,Ashok Selvan,Karthika Muraleedharan,Megha Akash,"Romance, Comedy","C.S. Karthikeyan Ashok Selvan Karthika Muraleedharan Megha Akash Romance, Comedy"
880,Theerkadarishi,L.R. Sundarapandi,Ajmal Ameer,Sathyaraj,Dusshyanth Ramkumar,"Thriller, Crime","L.R. Sundarapandi Ajmal Ameer Sathyaraj Dusshyanth Ramkumar Thriller, Crime"
881,Kondraal Paavam,Dayal Padmanabhan,Varalaxmi Sarathkumar,Santhosh Prathap,Charle,"Crime, Thriller, Drama","Dayal Padmanabhan Varalaxmi Sarathkumar Santhosh Prathap Charle Crime, Thriller, Drama"
882,The Great Indian Kitchen,R. Kannan,Aishwarya Rajesh,Rahul Ravindran,Poster Nandakumar,Drama,R. Kannan Aishwarya Rajesh Rahul Ravindran Poster Nandakumar Drama
883,Mark Antony,Adhik Ravichandran,Vishal Krishna,S. J. Suryah,Sunil Varma,"Science Fiction, Action, Comedy","Adhik Ravichandran Vishal Krishna S. J. Suryah Sunil Varma Science Fiction, Action, Comedy"
884,Meippada Sei,Velan D.S.W.D.F.D,P.R.Tamil Selvam,Raj Kapoor,O. A. K. Sundar,Family,Velan D.S.W.D.F.D P.R.Tamil Selvam Raj Kapoor O. A. K. Sundar Family
885,Ghosty,Kalyaan,Kajal Agarwal,Yogi Babu,K. S. Ravikumar,"Comedy, Horror","Kalyaan Kajal Agarwal Yogi Babu K. S. Ravikumar Comedy, Horror"
886,Ellam Mela Irukuruvan Paathuppan,U. Kaviraj,Aari Arjuna,Shaashvi Bala,Boxer Dheena,"Science Fiction, Action, Adventure, Comedy","U. Kaviraj Aari Arjuna Shaashvi Bala Boxer Dheena Science Fiction, Action, Adventure, Comedy"
887,Thunivu,H. Vinoth,Ajith Kumar,Manju Warrier,Samuthirakani,"Action, Crime, Thriller, Comedy","H. Vinoth Ajith Kumar Manju Warrier Samuthirakani Action, Crime, Thriller, Comedy"
888,Thalainagaram 2,V. Z. Durai,Sundar C,Palak Lalwani,Prabhakar,"Action, Crime, Drama","V. Z. Durai Sundar C Palak Lalwani Prabhakar Action, Crime, Drama"
889,Paramporul,C Aravind Raj,R. Sarathkumar,Amitash Pradhan,Kashmira Pardesi,"Action, Crime, Thriller","C Aravind Raj R. Sarathkumar Amitash Pradhan Kashmira Pardesi Action, Crime, Thriller"
890,Vallavanukkum Vallavan,Vijay Tesingu,Bobby Simha,Sshivada Nair,Pooja Devariya,"Comedy, Action","Vijay Tesingu Bobby Simha Sshivada Nair Pooja Devariya Comedy, Action"
891,Ariyavan,Mithran Jawahar,Ishaaon,Pranali Ghoghare,Daniel Balaji,"Thriller, Action","Mithran Jawahar Ishaaon Pranali Ghoghare Daniel Balaji Thriller, Action"
892,Baba Black Sheep,Rajmohan Arumugam,Ammu Abhirami,Vignesh,Suresh Chakravarthy,"Comedy, Drama","Rajmohan Arumugam Ammu Abhirami Vignesh Suresh Chakravarthy Comedy, Drama"
893,Annapoorani,Nilesh Krishnaa,Nayanthara,Jai Sampath,Sathyaraj,"Comedy, Drama","Nilesh Krishnaa Nayanthara Jai Sampath Sathyaraj Comedy, Drama"
894,Yaathisai,Dharani Rasendran,Shakthi Mithran,Seyon,Rajalakshmi Gopalakrishnan,"War, History, Action","Dharani Rasendran Shakthi Mithran Seyon Rajalakshmi Gopalakrishnan War, History, Action"
895,Parking,Ramkumar Balakrishnan,Harish Kalyan,Indhuja Ravichandran,M. S. Bhaskar,"Drama, Thriller","Ramkumar Balakrishnan Harish Kalyan Indhuja Ravichandran M. S. Bhaskar Drama, Thriller"
896,Kudimahaan,N. Prakash,Vijay Sivan,Chandhini Tamilarasan,Suresh Chakravarthy,"Drama, Comedy","N. Prakash Vijay Sivan Chandhini Tamilarasan Suresh Chakravarthy Drama, Comedy"
897,Maaveeran,Madonne Ashwin,Sivakarthikeyan,Saritha,Yogi Babu,"Drama, Action","Madonne Ashwin Sivakarthikeyan Saritha Yogi Babu Drama, Action"
898,D3,Balaaji,Prajin Padmanabhan,Vidhya Pradeep,Charle,"Crime, Thriller","Balaaji Prajin Padmanabhan Vidhya Pradeep Charle Crime, Thriller"
899,Tamil Kudimagan,Esakki Karvannan,Cheran,Sri Priyanka,Lal,Drama,Esakki Karvannan Cheran Sri Priyanka Lal Drama
900,Rangoli,Vaali Mohan Das,Hamaresh,Aadukalam Murugadoss,Prarthana Sandeep,"Family, Drama, Romance","Vaali Mohan Das Hamaresh Aadukalam Murugadoss Prarthana Sandeep Family, Drama, Romance"
901,Annapoorni,Lional Joshua,Losliya Mariyanesan,Lijomol Jose,Hari Krishnan,Drama,Lional Joshua Losliya Mariyanesan Lijomol Jose Hari Krishnan Drama
902,Kulasami,Saravana Sakthi,Vimal,Tanya Hope,Bose Venkat,"Action, Drama, Romance","Saravana Sakthi Vimal Tanya Hope Bose Venkat Action, Drama, Romance"
903,Thandatti,Ram Sangaiah,Pasupathy,Rohini,Ammu Abhirami,"Drama, Comedy","Ram Sangaiah Pasupathy Rohini Ammu Abhirami Drama, Comedy"
904,Chandramukhi 2,P. Vasu,Kangana Ranaut,Raghava Lawrence,Vadivelu,"Comedy, Drama, Horror","P. Vasu Kangana Ranaut Raghava Lawrence Vadivelu Comedy, Drama, Horror"
905,Kaadhal Enbadhu Podhuudamai,Jayaprakash Radhakrishnan,Lijomol Jose,Rohini,Anusha Prabhu,Drama,Jayaprakash Radhakrishnan Lijomol Jose Rohini Anusha Prabhu Drama
906,Good Night,Vinayak Chandrasekaran,K. Manikandan,Meetha Raghunath,Ramesh Thilak,"Comedy, Drama","Vinayak Chandrasekaran K. Manikandan Meetha Raghunath Ramesh Thilak Comedy, Drama"
907,Karungaapiyam,Deekay,Kajal Agarwal,Regina Cassandra,Janani Iyer,"Horror, Mystery, Thriller","Deekay Kajal Agarwal Regina Cassandra Janani Iyer Horror, Mystery, Thriller"
908,Rajathanthiram: The Piano,Sakthi Chidambaram,Moon Nila,Thevaguru Suppiah,K. S. Maniam,"Drama, Mystery","Sakthi Chidambaram Moon Nila Thevaguru Suppiah K. S. Maniam Drama, Mystery"
909,Pizza 3: The Mummy,Mohan Govind,Ashwin Kakumanu,Pavithrah Marimuthu,Abi Nakshathra,"Horror, Thriller","Mohan Govind Ashwin Kakumanu Pavithrah Marimuthu Abi Nakshathra Horror, Thriller"
910,Iraivan,I. Mueenuddin Ahmed,Jayam Ravi,Nayanthara,Rahul Bose,Thriller,I. Mueenuddin Ahmed Jayam Ravi Nayanthara Rahul Bose Thriller
911,Pallu Padama Paathuka,Vijay Varadharaj,Dinesh Ravi,Sanchita Shetty,Rajendran,"Comedy, Horror","Vijay Varadharaj Dinesh Ravi Sanchita Shetty Rajendran Comedy, Horror"
912,Kasethan Kadavulada,R. Kannan,Shiva,Karunakaran,Priya Anand,"Comedy, Drama","R. Kannan Shiva Karunakaran Priya Anand Comedy, Drama"
913,Kolai,Balaji K. Kumar,Vijay Antony,Ritika Singh,Meenakshi Chaudhary,"Crime, Thriller, Mystery","Balaji K. Kumar Vijay Antony Ritika Singh Meenakshi Chaudhary Crime, Thriller, Mystery"
914,Agilan,N. Kalyanakrishnan,Jayam Ravi,Priya Bhavani Shankar,Tanya Ravichandran,"Action, Drama","N. Kalyanakrishnan Jayam Ravi Priya Bhavani Shankar Tanya Ravichandran Action, Drama"
915,Uyir Thamizhukku,Adam Bhava,Ameer,Chandini Sreedharan,Anandaraj,Drama,Adam Bhava Ameer Chandini Sreedharan Anandaraj Drama
916,Let's Get Married,Ramesh Thamilmani,Harish Kalyan,Ivana,Nadhiya,"Romance, Comedy, Family","Ramesh Thamilmani Harish Kalyan Ivana Nadhiya Romance, Comedy, Family"
917,Japan,Raju Murugan,Karthi,Anu Emmanuel,Sunil Varma,"Drama, Comedy, Crime","Raju Murugan Karthi Anu Emmanuel Sunil Varma Drama, Comedy, Crime"
918,Parundhaaguthu Oor kuruvi,Dhanabalan Govindaraj,Nishanth Russo,Vivek Prasanna,Gayathri Iyer,"Thriller, Action","Dhanabalan Govindaraj Nishanth Russo Vivek Prasanna Gayathri Iyer Thriller, Action"
919,Chaitra,M. Jenithkumar,Yashika Anand,Avitej,Shakthi Mahendra,"Horror, Thriller","M. Jenithkumar Yashika Anand Avitej Shakthi Mahendra Horror, Thriller"
920,Ra Ra Sarasukku Ra Ra,Keshav Depur,Karthik Pamidimukkala,Kalloori Vinoth,Gayatri Patel,"Romance, Comedy","Keshav Depur Karthik Pamidimukkala Kalloori Vinoth Gayatri Patel Romance, Comedy"
921,Fight Club,Abbas A Rahmath,Vijay Kumar,Monisha Mohan Menon,Avinash Raghudevan,"Action, Drama, Thriller","Abbas A Rahmath Vijay Kumar Monisha Mohan Menon Avinash Raghudevan Action, Drama, Thriller"
922,Kazhuvethi Moorkkan,Sy Gowtham Raj,Arulnithi,Dushara Vijayan,Santhosh Prathap,"Action, Family","Sy Gowtham Raj Arulnithi Dushara Vijayan Santhosh Prathap Action, Family"
923,Irumban,Keera,Junior MGR,Aishwarya Dutta,Yogi Babu,"Action, Drama","Keera Junior MGR Aishwarya Dutta Yogi Babu Action, Drama"
924,Lucky Man,Balaji Venugopal,Yogi Babu,Raichal Rabecca Philip,Veera Bahu,"Comedy, Drama","Balaji Venugopal Yogi Babu Raichal Rabecca Philip Veera Bahu Comedy, Drama"
